,interest,vacancy,inflation,price,value,adj_price,adj_value,next_quarter,increase,interest_ratio,vacancy_ratio,price_ratio,value_ratio,inflation_ratio
2010-06-26,4.69,10.6,217.199,245000.0,246892.93460992267,112799.78268776558,113671.3035556898,105371.66418508762,0,0.9358403683806603,0.9860465116279069,1.1028805786365972,1.0123128425125114,1.002330742091491
2010-07-03,4.58,10.3,217.605,240000.0,245181.15316365773,110291.5833735438,112672.5733157132,102622.83816286795,0,0.9168463196797044,0.9586540182566673,1.0785055231927083,1.005481201436597,1.0039535440825489
2010-07-10,4.57,10.3,217.605,220750.0,245181.15316365773,101445.27929045749,112672.5733157132,111854.2698655466,1,0.9174935330682215,0.9600286789747269,0.9937523201116978,1.0055542585616537,1.0036971631251599
2010-07-17,4.57,10.3,217.605,240000.0,245181.15316365773,110291.5833735438,112672.5733157132,107163.23875179766,0,0.919730629305674,0.9614072877400826,1.078100242244287,1.0056273263039777,1.0034409130790345
2010-07-24,4.56,10.3,217.605,215000.0,245181.15316365773,98802.876772133,112672.5733157132,109571.52966420892,1,0.9197827773467804,0.9627898615854756,0.9678884396893822,1.0057004046658835,1.0031847938439316
2010-07-31,4.54,10.3,217.605,250000.0,245181.15316365773,114887.06601410813,112672.5733157132,102723.30906019585,0,0.9180990899898889,0.9641764176417642,1.1233607358462163,1.005773493649687,1.0029288053197118
2010-08-07,4.49,10.3,217.923,250000.0,243076.43379395935,114719.41924441201,111542.34926738314,91078.82872626258,0,0.9106794601763009,0.9655669731386335,1.121422640211904,0.9974708317434599,1.0041099229612072
2010-08-14,4.44,10.3,217.923,252250.0,243076.43379395935,115751.89401761172,111542.34926738314,86980.28143358076,0,0.9032863849765258,0.966961545405308,1.1293478212205463,0.9978022956757091,1.0038894973472487
2010-08-21,4.42,10.3,217.923,270000.0,243076.43379395935,123896.97278396497,111542.34926738314,91078.82872626258,0,0.9022886978369253,0.968360151871271,1.2056916891774916,0.9981339799750242,1.0036691684892056
2010-08-28,4.36,10.3,217.923,250000.0,243076.43379395935,114719.41924441201,111542.34926738314,95204.83326680938,0,0.8927038626609444,0.9697628100669927,1.1159020505816082,0.998465884861238,1.0034489363233854
