,interest,sp_index,unemp_rate,gdp,inflation,rent_index
1982-01-03,13.22,122.19749999999999,8.6,3274.302,94.4,92.0
1982-01-10,,120.09,,,,
1982-01-17,,115.96600000000001,,,,
1982-01-24,,115.918,,,,
1982-01-31,,117.13199999999999,,,,
1982-02-07,14.78,117.19000000000001,8.9,,94.7,92.3
1982-02-14,,114.356,,,,
1982-02-21,,113.69749999999999,,,,
1982-02-28,,112.578,,,,
1982-03-07,14.68,111.226,9.0,,94.7,92.8
1982-03-14,,108.71,,,,
1982-03-21,,109.744,,,,
1982-03-28,,112.88799999999999,,,,
1982-04-04,14.94,113.08800000000001,9.3,3331.972,95.0,93.0
1982-04-11,,115.4425,,,,
1982-04-18,,116.196,,,,
1982-04-25,,116.73800000000001,,,,
1982-05-02,14.45,117.418,9.4,,95.9,93.7
1982-05-09,,118.018,,,,
1982-05-16,,118.64000000000001,,,,
1982-05-23,,115.38399999999999,,,,
1982-05-30,,113.36800000000001,,,,
1982-06-06,14.15,111.4175,9.6,,97.0,94.0
1982-06-13,,109.918,,,,
1982-06-20,,108.67999999999999,,,,
1982-06-27,,108.922,,,,
1982-07-04,12.59,109.28800000000001,9.8,3366.322,97.5,95.0
1982-07-11,,107.7175,,,,
1982-07-18,,110.2,,,,
1982-07-25,,111.266,,,,
1982-08-01,10.12,108.46600000000001,9.8,,97.7,95.5
1982-08-08,,106.36399999999999,,,,
1982-08-15,,102.958,,,,
1982-08-22,,108.768,,,,
1982-08-29,,116.93800000000002,,,,
1982-09-05,10.31,119.676,10.1,,97.7,95.8
1982-09-12,,121.6275,,,,
1982-09-19,,123.19000000000001,,,,
1982-09-26,,123.702,,,,
1982-10-03,9.71,122.176,10.4,3402.561,98.1,96.7
1982-10-10,,125.864,,,,
1982-10-17,,134.752,,,,
1982-10-24,,138.086,,,,
1982-10-31,,134.076,,,,
1982-11-07,9.2,139.96800000000002,10.8,,98.0,97.2
1982-11-14,,141.182,,,,
1982-11-21,,137.148,,,,
1982-11-28,,133.9775,,,,
1982-12-05,8.95,137.794,10.8,,97.7,97.5
1982-12-12,,141.174,,,,
1982-12-19,,137.074,,,,
1982-12-26,,138.35500000000002,,,,
1983-01-02,8.68,141.032,10.4,3473.413,97.9,98.1
1983-01-09,,142.42000000000002,,,,
1983-01-16,,146.324,,,,
1983-01-23,,145.704,,,,
1983-01-30,,142.408,,,,
1983-02-06,8.51,144.378,10.4,,98.0,98.5
1983-02-13,,146.552,,,,
1983-02-20,,148.018,,,,
1983-02-27,,147.9025,,,,
1983-03-06,8.77,151.678,10.3,,98.1,98.7
1983-03-13,,152.168,,,,
1983-03-20,,150.296,,,,
1983-03-27,,152.14000000000001,,,,
1983-04-03,8.8,152.4475,10.2,3578.848,98.8,99.1
1983-04-10,,152.112,,,,
1983-04-17,,156.918,,,,
1983-04-24,,159.926,,,,
1983-05-01,8.63,161.886,10.1,,99.2,99.3
1983-05-08,,163.628,,,,
1983-05-15,,165.174,,,,
1983-05-22,,162.902,,,,
1983-05-29,,165.024,,,,
1983-06-05,8.98,163.33499999999998,10.1,,99.4,99.7
1983-06-12,,162.69400000000002,,,,
1983-06-19,,167.152,,,,
1983-06-26,,170.302,,,,
1983-07-03,9.37,167.56,9.4,3689.179,99.8,100.2
1983-07-10,,167.43,,,,
1983-07-17,,165.88,,,,
1983-07-24,,167.204,,,,
1983-07-31,,167.01399999999998,,,,
1983-08-07,9.56,162.112,9.5,,100.1,100.6
1983-08-14,,160.91199999999998,,,,
1983-08-21,,163.988,,,,
1983-08-28,,162.268,,,,
1983-09-04,9.45,163.62,9.2,,100.4,101.2
1983-09-11,,167.635,,,,
1983-09-18,,165.252,,,,
1983-09-25,,168.91,,,,
1983-10-02,9.48,167.962,8.8,3794.706,100.8,101.6
1983-10-09,,168.17800000000003,,,,
1983-10-16,,170.472,,,,
1983-10-23,,167.57999999999998,,,,
1983-10-30,,165.20999999999998,,,,
